dish_id,dish_name,cuisine,common_ingredients,allergens,dietary_tags,source_restaurant_count,description,possible_substitutions,preparation_method,ingredient_variations,allergen_confidence,source
D0202,Chicken Manchurian Dry,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, chicken, garlic, spring onion, sauce","gluten, soy","non-vegetarian, high-protein",23,"Chicken Manchurian Dry is a non-vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, chicken, and garlic.",chicken->tofu or mushrooms (tofu introduces soy),sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_manchurian_dry
D0203,Lemon Chicken,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",23,"Lemon Chicken is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=lemon_chicken
D0204,Paneer Chilly Gravy,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",23,"Paneer Chilly Gravy is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),simmered,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary, gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_chilly_gravy
D0205,Sev Puri,Snacks,"spices, salt, cooking oil, wheat flour, chutney, crisps",gluten,"street-food, vegetarian",23,"Sev Puri is a vegetarian Snacks dish commonly associated with wheat flour, chutney, and crisps.",wheat flour->gluten-free flour blend,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sev_puri
D0206,Veg Chowmein,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,23,Veg Chowmein is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_chowmein
D0207,Aloo Mattar,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,22,Aloo Mattar is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_mattar
D0208,Butter Tandoori Roti,North Indian,"spices, salt, cooking oil, wheat flour, ginger, garlic, butter, cumin, coriander","gluten, dairy","grilled, vegetarian",22,"Butter Tandoori Roti is a vegetarian North Indian dish commonly associated with wheat flour, ginger, garlic, butter, and cumin.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",grilled or tandoor-roasted,"flour blend and cooking fat may vary, marinade and protein choice may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=butter_tandoori_roti
D0209,Chicken Hot & Sour Soup,Chinese,"spices, salt, cooking oil, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",22,"Chicken Hot & Sour Soup is a non-vegetarian Chinese dish commonly associated with chicken, garlic, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_hot_sour_soup
D0210,Chicken Schezwan Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, chicken, garlic, spring onion","gluten, possible_soy","non-vegetarian, high-protein",22,"Chicken Schezwan Noodles is a non-vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, chicken, and garlic.","wheat noodles->rice noodles, chicken->tofu or mushrooms (tofu introduces soy)",stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_schezwan_noodles
D0211,Chole Bhature,North Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",22,"Chole Bhature is a vegetarian North Indian dish commonly associated with chickpeas, onion, tomato, cumin, and coriander.",,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chole_bhature
D0212,Kashmiri Pulao,North Indian,"spices, salt, cooking oil, rice, vegetables, cumin, coriander",none_identified_from_name,vegetarian,22,"Kashmiri Pulao is a vegetarian North Indian dish commonly associated with rice, vegetables, cumin, and coriander.",,pot-cooked,"vegetable, spice, and protein additions may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kashmiri_pulao
D0213,Mineral Water,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,22,Mineral Water is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mineral_water
D0214,Mushroom Chilli,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,22,"Mushroom Chilli is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mushroom_chilli
D0215,Pudina Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,22,"Pudina Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=pudina_paratha
D0216,Rumali Roti,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,22,"Rumali Roti is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=rumali_roti
D0217,Spring Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",22,"Spring Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=spring_dosa
D0218,Stuffed Naan,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,22,"Stuffed Naan is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,tandoor-baked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=stuffed_naan
D0219,Veg Jalfrezi,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,22,Veg Jalfrezi is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_jalfrezi
D0220,Veg Tawa Masala,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,22,"Veg Tawa Masala is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_tawa_masala
D0221,Aloo Matar,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,21,Aloo Matar is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_matar
D0222,Aloo Mutter,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,21,Aloo Mutter is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_mutter
D0223,Baked Macaroni With Pineapple,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,21,Baked Macaroni With Pineapple is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=baked_macaroni_with_pineapple
D0224,Chicken Kebab,Chinese,"spices, salt, cooking oil, ginger, garlic, chicken, spring onion, sauce","possible_soy, possible_gluten","grilled, non-vegetarian, high-protein",21,"Chicken Kebab is a non-vegetarian Chinese dish commonly associated with ginger, garlic, chicken, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_kebab
D0225,Dal Khichdi,North Indian,"spices, salt, cooking oil, lentils, onion, tomato, rice, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",21,"Dal Khichdi is a vegetarian North Indian dish commonly associated with lentils, onion, tomato, rice, and cumin.",,pot-cooked,"lentil variety and tempering spices may vary, vegetable, spice, and protein additions may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=dal_khichdi
D0226,Gulab Jamun (2 Pcs),North Indian,"spices, salt, cooking oil, sugar, cardamom, cumin, coriander","possible_dairy, possible_tree_nuts","dessert, vegetarian",21,"Gulab Jamun (2 Pcs) is a vegetarian North Indian dish commonly associated with sugar, cardamom, cumin, and coriander.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gulab_jamun_2_pcs
D0227,Masala Khichdi,Indian,"spices, salt, cooking oil, rice, lentils",none_identified_from_name,vegetarian,21,Masala Khichdi is a vegetarian Indian dish commonly associated with rice and lentils.,,pot-cooked,"vegetable, spice, and protein additions may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=masala_khichdi
D0228,Masala Uttapam,South Indian,"spices, salt, cooking oil, rice, urad dal, vegetables, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",21,"Masala Uttapam is a vegetarian South Indian dish commonly associated with rice, urad dal, vegetables, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=masala_uttapam
D0229,Paneer Chatpata,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",21,"Paneer Chatpata is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_chatpata
D0230,Paneer Malai Tikka,North Indian,"spices, salt, cooking oil, ginger, garlic, paneer, cream, cumin, coriander",dairy,"grilled, vegetarian, high-protein",21,"Paneer Malai Tikka is a vegetarian North Indian dish commonly associated with ginger, garlic, paneer, cream, and cumin.","paneer->tofu (introduces soy), cream->coconut cream (introduces coconut)",grilled or tandoor-roasted,"protein variation may use paneer, tofu, or mixed vegetables, marinade and protein choice may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_malai_tikka
D0231,Paneer Puff,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",21,"Paneer Puff is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_puff
D0232,Paneer Pulao,North Indian,"spices, salt, cooking oil, rice, vegetables, paneer, cumin, coriander",dairy,"vegetarian, high-protein",21,"Paneer Pulao is a vegetarian North Indian dish commonly associated with rice, vegetables, paneer, cumin, and coriander.",paneer->tofu (introduces soy),pot-cooked,"protein variation may use paneer, tofu, or mixed vegetables, vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_pulao
D0233,Poha,Maharashtrian,"spices, salt, cooking oil, flattened rice, onion, mustard seeds, curry leaves",none_identified_from_name,vegetarian,21,"Poha is a vegetarian Maharashtrian dish commonly associated with flattened rice, onion, mustard seeds, and curry leaves.",,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=poha
D0234,Russian Salad,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,21,"Russian Salad is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,"mixed, no-cook or minimally cooked",,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=russian_salad
D0235,Veg Manchurian Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, flour, soy sauce, garlic, spring onion","gluten, soy",vegetarian,21,"Veg Manchurian Noodles is a vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, flour, and soy sauce.",wheat noodles->rice noodles,stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_manchurian_noodles
D0236,Butter Tawa Roti,Chinese,"spices, salt, cooking oil, wheat flour, butter, garlic, spring onion, sauce","gluten, dairy, possible_soy",vegetarian,20,"Butter Tawa Roti is a vegetarian Chinese dish commonly associated with wheat flour, butter, garlic, spring onion, and sauce.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=butter_tawa_roti
D0237,Cheese Masala Papad,Indian,"spices, salt, cooking oil, cheese",dairy,vegetarian,20,Cheese Masala Papad is a vegetarian Indian dish commonly associated with cheese.,cheese->dairy-free cheese (check product allergens),roasted,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_masala_papad
D0238,Chicken Do Pyaza,Chinese,"spices, salt, cooking oil, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",20,"Chicken Do Pyaza is a non-vegetarian Chinese dish commonly associated with chicken, garlic, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_do_pyaza
D0239,Chicken Dum Biryani,Biryani,"spices, salt, cooking oil, basmati rice, whole spices, onion, chicken",none_identified_from_name,"non-vegetarian, high-protein",20,"Chicken Dum Biryani is a non-vegetarian Biryani dish commonly associated with basmati rice, whole spices, onion, and chicken.",chicken->tofu or mushrooms (tofu introduces soy),layered and dum-cooked,"protein may vary: vegetables, chicken, or mutton",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_dum_biryani
